node_id,x,y,z,module,root_id
6182,687580,177100,102400,17,720575940615732710
6183,321280,140384,196520,44,720575940615733154
6184,457028,86529,159360,44,720575940615736693
6185,606872,152958,165820,14,720575940615737531
6186,558233,200736,196747,18,720575940615737745
6187,553165,346228,161160,7,720575940615740834
6188,426048,310304,82760,7,720575940615742353
6189,566560,158288,172880,32,720575940615742977
6190,620960,88608,143120,17,720575940615743121
6191,360064,134944,203840,29,720575940615743705
6192,592508,226572,166800,11,720575940615744742
6193,722723,160969,152664,2,720575940615746316
6194,589998,193458,62320,40,720575940615746677
6195,640538,145168,163600,25,720575940615748025
6196,667936,308576,127320,8,720575940615748658
6197,476654,185674,202940,37,720575940615748753
6198,733760,201568,92120,8,720575940615749051
6199,352884,163164,149320,12,720575940615749819
6200,571977,153225,94707,5,720575940615750562
6201,551472,104248,56000,1,720575940615751124
6202,341988,190864,108140,3,720575940615753243
6203,429544,323220,84080,21,720575940615753629
6204,396192,130528,206080,13,720575940615754613
6205,440874,159332,73040,5,720575940615755147
6206,404032,116992,196520,13,720575940615755921
6207,588384,257208,183080,1,720575940615756774
6208,469017,214384,125920,5,720575940615757162
6209,561024,142508,131720,20,720575940615763174
6210,503488,97216,55400,4,720575940615763573
6211,525312,95296,124520,6,720575940615764061
6212,626600,168726,174540,14,720575940615764422
6213,624456,176560,143760,14,720575940615768693
6214,666504,330306,109960,11,720575940615768861
6215,400980,304436,140440,11,720575940615769634
6216,391355,157362,135920,3,720575940615769750
6217,521403,104132,57773,8,720575940615770229
6218,616976,148548,49560,5,720575940615770369
6219,731712,218272,79000,8,720575940615770811
6220,710944,181024,93600,8,720575940615775574
6221,597650,278008,56080,28,720575940615775771
6222,603606,271098,83940,18,720575940615776373
6223,403608,202044,203200,3,720575940615778610
6224,578320,194324,167200,18,720575940615778790
6225,581820,197076,167160,18,720575940615779558
6226,635972,170948,143760,14,720575940615780353
6227,596320,187616,19000,4,720575940615780714
6228,711708,186372,110640,8,720575940615781307
6229,413320,97664,168720,44,720575940615782045
6230,480600,181168,182680,37,720575940615782841
6231,498288,157288,178760,17,720575940615783097
6232,640436,170732,143760,14,720575940615783837
6233,623220,176404,143760,14,720575940615785228
6234,499132,156752,178720,17,720575940615785755
6235,654036,205460,178240,2,720575940615786897
6236,587788,296924,90760,18,720575940615787554
6237,463936,197898,168100,1,720575940615790310
6238,633290,320845,99456,11,720575940615790658
6239,479002,296950,49860,20,720575940615792523
6240,340412,146288,157840,12,720575940615792946
6241,650140,160136,182320,10,720575940615794845
6242,553352,116800,152460,17,720575940615795030
6243,673124,198444,207040,2,720575940615798045
6244,627876,167276,143760,14,720575940615798540
6245,457656,159188,39740,4,720575940615799308
6246,444748,159216,192080,13,720575940615800076
6247,712468,186708,110560,14,720575940615802598
6248,385196,163444,135627,3,720575940615802674
6249,621951,175575,176387,16,720575940615803698
6250,587828,259064,69853,28,720575940615808029
6251,594316,194018,99600,5,720575940615808342
6252,659784,132200,122520,8,720575940615811634
6253,618052,327674,75600,7,720575940615811670
6254,461768,142864,62960,12,720575940615816498
6255,600092,138456,118080,20,720575940615816605
6256,634024,166732,143760,14,720575940615816754
6257,466186,130684,165880,12,720575940615820262
6258,514654,122714,148400,4,720575940615820556
6259,492920,303424,188960,11,720575940615821981
6260,372144,147216,204280,11,720575940615823666
6261,473762,312800,138580,20,720575940615824011
6262,361400,199330,172620,11,720575940615826037
6263,478848,190776,176860,36,720575940615827762
6264,496875,132019,61133,5,720575940615828274
6265,520512,355232,164120,20,720575940615828573
6266,713855,198451,116200,8,720575940615828923
6267,423656,164498,149080,13,720575940615830877
6268,631508,169856,143760,14,720575940615832577
6269,477216,291680,57600,6,720575940615833055
6270,465288,234636,150880,16,720575940615834598
6271,637112,169228,143760,14,720575940615838662
6272,412164,165432,214980,13,720575940615839174
6273,442528,159300,174800,13,720575940615839581
6274,664320,320096,82640,16,720575940615840913
6275,474432,218400,221560,18,720575940615840980
6276,342442,198406,109780,3,720575940615841548
6277,463904,92896,150240,20,720575940615842278
6278,423740,191548,79280,19,720575940615843985
6279,608684,238716,186040,11,720575940615845154
6280,432240,169304,174800,13,720575940615846237
6281,665680,176748,57140,19,720575940615846356
6282,438840,167500,174800,13,720575940615847005
6283,667844,147736,90880,2,720575940615852545
6284,695646,236567,61072,2,720575940615854486
6285,657472,131112,158000,4,720575940615857691
6286,426936,158596,174800,13,720575940615858644
6287,421088,131776,214240,13,720575940615859385
6288,690910,164772,171440,28,720575940615859423
6289,683104,309088,71200,2,720575940615859942
6290,432395,224447,200160,3,720575940615860566
6291,335608,185870,123700,3,720575940615863638
6292,616640,336256,114320,22,720575940615864788
6293,712032,206272,60000,2,720575940615865233
6294,643758,206568,40780,19,720575940615865238
6295,411318,192664,81860,36,720575940615866854
6296,460253,201124,112250,1,720575940615868010
6297,630585,163062,166460,4,720575940615868054
6298,444928,176544,226920,13,720575940615868102
6299,655752,320370,109160,21,720575940615868485
6300,624254,210550,78580,21,720575940615868962
6301,675242,160034,117780,10,720575940615871967
6302,442813,324339,194656,11,720575940615875412
6303,630168,166536,143760,14,720575940615876294
6304,620288,294464,201720,1,720575940615876313
6305,555360,175616,191320,10,720575940615876436
6306,346502,130964,186960,20,720575940615876438
6307,587644,190248,183400,17,720575940615877094
6308,565636,158228,172880,6,720575940615877410
6309,681600,106720,155840,8,720575940615879325
6310,390642,199150,190620,35,720575940615881702
6311,584290,169562,178340,8,720575940615881762
6312,335736,182960,140800,12,720575940615885510
6313,425460,166808,217720,13,720575940615885661
6314,704768,149359,109160,8,720575940615885766
6315,678460,157721,120378,8,720575940615886534
6316,584048,163356,170000,18,720575940615888897
6317,468736,172864,206920,6,720575940615889638
6318,653260,200363,194747,2,720575940615892310
6319,388538,198400,167456,3,720575940615892374
6320,645736,202047,166413,2,720575940615892748
6321,412224,128960,207640,13,720575940615892966
6322,631620,175872,143760,14,720575940615894173
6323,707840,240352,56040,2,720575940615894246
6324,439040,317216,65600,7,720575940615894614
6325,345640,164974,151300,3,720575940615894877
6326,453792,150816,221320,13,720575940615895858
6327,327960,127368,156760,12,720575940615896806
6328,633052,176480,143760,14,720575940615896989
6329,632636,173836,143760,14,720575940615897245
6330,632820,174000,143760,14,720575940615897501
6331,730208,145536,134320,8,720575940615898086
6332,329620,137268,163880,12,720575940615898251
6333,630044,172456,143760,14,720575940615901597
6334,378400,152928,218600,13,720575940615903121
6335,668904,153916,179720,8,720575940615903206
6336,450568,345736,167720,18,720575940615903803
6337,409792,104384,193880,13,720575940615904145
6338,489536,161176,179480,10,720575940615904546
6339,486436,161156,179480,10,720575940615904802
6340,371580,151184,142180,4,720575940615905931
6341,425088,101060,163620,12,720575940615906316
6342,641996,316628,106560,11,720575940615906388
6343,631252,165796,143760,14,720575940615907997
6344,701228,261880,87160,47,720575940615908795
6345,368596,204736,180000,3,720575940615909403
6346,399364,116342,157500,4,720575940615909563
6347,641200,170992,143760,14,720575940615910228
6348,340192,176640,134160,10,720575940615911261
6349,633207,277277,95573,2,720575940615912415
6350,489571,188324,176493,17,720575940615914613
6351,472192,99104,169520,13,720575940615914982
6352,632222,271780,67700,11,720575940615915035
6353,480176,182680,189600,37,720575940615916957
6354,325600,164000,163520,12,720575940615917580
6355,513271,107342,62890,5,720575940615918267
6356,577814,168904,181940,8,720575940615918593
6357,574572,244806,65140,6,720575940615921803
6358,692083,253079,77280,2,720575940615922875
6359,382188,165744,124920,3,720575940615922971
6360,700756,277540,58200,2,720575940615923457
6361,389320,122312,109280,12,720575940615923924
6362,680608,165532,182040,28,720575940615924037
6363,348261,254569,135750,3,720575940615924667
6364,626636,179960,143760,14,720575940615927197
6365,424971,250541,205464,3,720575940615928251
6366,641590,138200,168160,51,720575940615929275
6367,470784,184704,224200,17,720575940615929584
6368,649265,312154,113020,21,720575940615930299
6369,620784,176940,143760,14,720575940615931293
6370,531232,323808,231960,11,720575940615932377
6371,660756,180114,54100,19,720575940615935325
6372,438016,313696,202840,11,720575940615935889
6373,429732,122214,182520,47,720575940615938235
6374,592192,260544,208200,11,720575940615939796
6375,371970,132775,105970,42,720575940615940182
6376,653744,208952,199840,2,720575940615941062
6377,575768,207060,107520,5,720575940615941179
6378,387940,152160,153420,17,720575940615942506
6379,480140,193124,198120,6,720575940615942896
6380,454624,193152,203720,1,720575940615943892
6381,319552,151872,171080,12,720575940615945414
6382,392586,234070,64720,11,720575940615945558
6383,474146,324006,176260,1,720575940615948610
6384,477428,286404,71280,29,720575940615950109
6385,437677,152998,159420,3,720575940615950453
6386,319800,147092,209680,35,720575940615951163
6387,496080,93060,132440,15,720575940615951254
6388,549632,237120,187880,15,720575940615951453
6389,403552,172416,113720,12,720575940615951814
6390,688272,181992,102400,8,720575940615952221
6391,414764,153853,191272,4,720575940615953202
6392,329682,158076,172800,12,720575940615953350
6393,574165,184351,128467,2,720575940615954326
6394,590860,201050,84300,36,720575940615954833
6395,372397,130555,199893,12,720575940615955851
6396,321184,178528,148160,12,720575940615955910
6397,650180,174944,42600,19,720575940615957393
6398,451640,153120,215560,13,720575940615957433
6399,564608,129696,162320,17,720575940615957853
6400,429516,158524,174800,13,720575940615959252
6401,401696,172352,77520,16,720575940615960788
6402,592822,190318,168120,11,720575940615961461
6403,629620,180884,143760,14,720575940615961684
6404,541004,107348,131780,6,720575940615961739
6405,474838,116570,176500,13,720575940615962043
6406,671584,320800,88800,2,720575940615962973
6407,592864,138390,150160,8,720575940615964061
6408,628272,174616,143760,14,720575940615964884
6409,634972,169788,143760,14,720575940615965140
6410,558124,132744,166373,6,720575940615965323
6411,550392,286306,58080,27,720575940615967574
6412,430992,315914,90088,7,720575940615970015
6413,677744,160504,182040,2,720575940615971841
6414,699708,235432,56920,2,720575940615971899
6415,399396,167212,77120,19,720575940615973076
6416,451360,104964,161840,15,720575940615973388
6417,502704,166568,166980,6,720575940615973771
6418,620664,176344,143760,14,720575940615974493
6419,598090,143076,150160,14,720575940615975227
6420,387669,127685,155293,4,720575940615975474
6421,375006,201488,120460,3,720575940615976379
6422,386188,170360,95840,19,720575940615976861
6423,445302,165852,83500,35,720575940615977403
6424,357676,109716,182600,20,720575940615977522
6425,483936,158664,196860,15,720575940615978635
6426,431168,178592,230400,13,720575940615978802
6427,570088,272574,99540,2,720575940615978902
6428,486608,191870,65960,27,720575940615979067
6429,640346,240908,205380,2,720575940615979532
6430,697740,191300,124000,8,720575940615979810
6431,469312,163648,210400,13,720575940615980338
6432,637820,109024,154760,8,720575940615980801
6433,425860,172772,174800,13,720575940615980850
6434,410464,118734,92700,8,720575940615983510
6435,427308,191148,92280,34,720575940615983833
6436,385066,166776,92020,19,720575940615984596
6437,589312,171904,192160,25,720575940615985449
6438,509952,106880,152720,37,720575940615988710
6439,383348,126852,109320,3,720575940615992091
6440,717216,196416,93120,8,720575940615995649
6441,457752,241212,92360,5,720575940615999489
6442,713164,188336,110520,8,720575940616004146
6443,408224,178816,77640,16,720575940616004820
6444,684800,141600,182920,6,720575940616005009
6445,570144,186944,196840,32,720575940616007005
6446,421972,129136,200480,13,720575940616008309
6447,546680,99908,62320,1,720575940616009403
6448,468084,127560,201600,13,720575940616009729
6449,731200,176384,107480,11,720575940616010530
6450,712064,174656,112600,23,720575940616010937
6451,658284,180320,59920,16,720575940616012061
6452,727840,167360,107640,8,720575940616012322
6453,574592,296544,37480,2,720575940616012518
6454,504160,239552,202200,22,720575940616013569
6455,468780,187708,194200,5,720575940616014081
6456,427359,317460,82407,7,720575940616014092
6457,385111,154740,119933,3,720575940616015956
6458,416768,311840,129400,11,720575940616017593
6459,672714,129184,147120,8,720575940616018326
6460,444000,349664,113800,7,720575940616018956
6461,676401,250691,64688,2,720575940616019899
6462,398696,240316,192080,11,720575940616020544
6463,562865,227247,29860,14,720575940616020795
6464,680896,292160,57840,2,720575940616022017
6465,495282,322302,199660,22,720575940616022678
6466,417024,112288,196760,13,720575940616023225
6467,608788,205340,39960,19,720575940616025378
6468,683154,162254,181740,8,720575940616025750
6469,322944,184800,131200,12,720575940616025906
6470,386352,135012,163560,12,720575940616026262
6471,488049,136971,171893,12,720575940616026555
6472,596768,137984,136480,17,720575940616027037
6473,422552,164628,174800,4,720575940616028390
6474,446024,312430,53540,7,720575940616028475
6475,434304,303552,85120,18,720575940616029218
6476,669976,147996,182480,8,720575940616030498
6477,697794,272819,76752,2,720575940616030870
6478,607378,105051,131340,20,720575940616032187
6479,338329,216408,128773,12,720575940616032406
6480,617760,206080,217600,10,720575940616032605
6481,672443,261070,123640,2,720575940616032918
6482,512504,353148,204680,7,720575940616033563
6483,638305,255336,111267,2,720575940616035990
6484,386627,147046,133350,29,720575940616037014
6485,532343,356431,165927,7,720575940616038294
6486,471851,207333,167293,5,720575940616039510
6487,472768,192448,219880,17,720575940616040148
6488,623956,168688,143760,14,720575940616041913
6489,625485,186272,193500,4,720575940616042582
6490,497748,199502,57480,27,720575940616044834
6491,627052,168612,172000,14,720575940616044850
6492,385516,128000,109320,3,720575940616044869
6493,713440,154592,174680,8,720575940616045497
6494,700832,173888,65880,8,720575940616045524
6495,385036,128952,109320,3,720575940616046405
6496,633116,274586,71340,11,720575940616052549
6497,634604,172632,143760,14,720575940616052625
6498,649460,187640,82280,8,720575940616053810
6499,685931,182360,187320,2,720575940616054834
6500,687140,217107,45120,2,720575940616054843
6501,472616,121897,121627,15,720575940616055858
6502,684480,114944,152640,8,720575940616056114
6503,586080,100288,141960,1,720575940616056793
6504,335936,167360,139800,12,720575940616056806
6505,360060,276540,110660,3,720575940616058079
6506,390848,236672,61000,11,720575940616058329
6507,666864,318796,98740,2,720575940616063291
6508,475938,184652,180080,3,720575940616065163
6509,462976,317952,50120,20,720575940616065254
6510,361521,205387,117211,3,720575940616067701
6511,596288,331680,52400,7,720575940616067890
6512,432064,174560,228560,13,720575940616068539
6513,435292,199060,108600,3,720575940616068933
6514,515124,89004,118960,15,720575940616070283
6515,601920,344960,57360,7,720575940616071483
6516,589476,163044,170000,10,720575940616071563
6517,575552,152948,150520,20,720575940616072221
6518,455680,163584,217720,13,720575940616072665
6519,500308,156324,178720,6,720575940616072861
6520,724352,168512,93840,4,720575940616073506
6521,372716,160904,124900,3,720575940616074399
6522,689058,131976,159580,20,720575940616075147
6523,638612,179516,143760,14,720575940616076761
6524,604162,232228,201560,21,720575940616076829
6525,603866,312976,186120,11,720575940616077173
6526,695872,193496,62200,2,720575940616077874
6527,614464,351680,144200,7,720575940616078081
6528,355852,173036,134800,12,720575940616078405
6529,461519,207914,45432,13,720575940616079035
6530,335680,271200,117760,2,720575940616079060
6531,383592,212354,72340,3,720575940616079188
6532,418016,224800,219160,4,720575940616082827
6533,495434,147768,163600,10,720575940616085334
6534,653120,197504,39560,16,720575940616085945
6535,648024,297978,105260,21,720575940616086411
6536,623844,179952,143760,14,720575940616087323
6537,426884,162452,174800,13,720575940616089995
6538,461504,164864,214480,13,720575940616092603
6539,714272,206728,92280,8,720575940616094523
6540,637932,178276,143760,14,720575940616095517
6541,708014,260306,81420,2,720575940616095883
6542,494470,127976,176820,6,720575940616097093
6543,687388,217946,149680,11,720575940616097130
6544,622944,179368,143760,14,720575940616097163
6545,717260,136626,121240,8,720575940616098619
6546,497540,279012,55980,27,720575940616098644
6547,398720,298496,101320,7,720575940616100582
6548,615812,287056,70480,1,720575940616101789
6549,568932,159764,172880,8,720575940616101947
6550,342922,219653,107770,3,720575940616101994
6551,471424,84640,134440,4,720575940616102033
6552,486256,222040,209500,47,720575940616102998
6553,528896,103686,91100,2,720575940616103099
6554,442060,332852,69040,7,720575940616103218
6555,501614,165134,171500,17,720575940616103254
6556,492896,117856,39520,15,720575940616103380
6557,392108,181074,78940,12,720575940616104123
6558,721404,205136,93820,8,720575940616104379
6559,636968,177232,143760,14,720575940616105302
6560,616818,170792,168820,14,720575940616109398
6561,541104,129416,146360,11,720575940616109469
6562,441594,206416,59640,4,720575940616110219
6563,593876,211034,149280,1,720575940616111243
6564,314944,166400,146320,11,720575940616111289
6565,470028,187536,194200,1,720575940616112724
6566,425140,325768,108000,21,720575940616114132
6567,711160,164455,113133,2,720575940616117179
6568,641920,124608,66040,38,720575940616117433
6569,638816,215424,29200,5,720575940616117794
6570,628282,335516,113800,1,720575940616121147
6571,690812,121130,155720,8,720575940616121403
6572,650998,320118,113300,21,720575940616121408
6573,470112,155520,207720,13,720575940616121501
6574,405386,211998,113860,12,720575940616127931
6575,456608,168384,213840,13,720575940616128669
6576,592248,325738,169920,1,720575940616130646
6577,489731,278487,74467,10,720575940616131414
6578,495481,147959,183800,20,720575940616131670
6579,444656,235460,182560,1,720575940616133337
6580,621088,203696,204440,10,720575940616133789
6581,460800,106048,184000,13,720575940616134630
6582,592260,124328,111880,15,720575940616134939
6583,354670,261004,124440,3,720575940616135766
6584,582808,187168,173560,32,720575940616136733
6585,449872,273988,125560,11,720575940616137755
6586,453600,177536,223920,13,720575940616139606
6587,377340,152202,175320,12,720575940616140475
6588,701810,233856,60880,2,720575940616143007
6589,552416,192700,137680,11,720575940616144470
6590,340395,220020,103008,3,720575940616146079
6591,605570,143626,135840,4,720575940616150299
6592,354956,144914,161460,44,720575940616153275
6593,690141,136695,112420,8,720575940616153995
6594,363548,221628,131680,3,720575940616154397
6595,469508,229004,199540,26,720575940616154527
6596,424622,221690,228620,4,720575940616155707
6597,597492,144796,152000,4,720575940616155933
6598,321280,182240,151520,12,720575940616156347
6599,486560,94560,147520,4,720575940616157474
6600,708112,172794,98660,20,720575940616157499
6601,654200,205948,178200,2,720575940616158036
6602,408984,149204,196520,12,720575940616159675
6603,359572,206606,116560,3,720575940616159773
6604,601638,141470,125580,4,720575940616159861
6605,636252,169336,143760,14,720575940616162373
6606,433602,317218,80100,7,720575940616162866
6607,618260,261896,95280,21,720575940616164213
6608,644253,334419,109533,7,720575940616164658
6609,388160,226656,59360,16,720575940616165377
6610,650216,338596,119980,7,720575940616167730
6611,680088,163660,182080,8,720575940616167744
6612,670752,310336,84480,2,720575940616168166
6613,585552,351028,68720,7,720575940616169010
6614,607376,130970,51460,16,720575940616169117
6615,445605,229516,56338,13,720575940616169578
6616,611556,132086,48940,16,720575940616169629
6617,366236,176962,103680,3,720575940616170043
6618,374465,142373,183410,12,720575940616171707
6619,340001,244213,110173,3,720575940616172394
6620,409088,283904,100220,3,720575940616176571
6621,563037,269353,86660,3,720575940616178026
6622,694446,157370,169560,14,720575940616180566
6623,679851,186766,90787,2,720575940616182155
6624,333728,168928,134520,29,720575940616184577
6625,658368,132684,158040,4,720575940616185371
6626,539344,366464,197168,18,720575940616186507
6627,441036,161392,174800,13,720575940616187649
6628,390476,171852,122040,12,720575940616187754
6629,398958,113628,100180,29,720575940616189371
6630,638104,177180,143760,14,720575940616189509
6631,621041,341259,98320,7,720575940616194610
6632,725344,150496,115520,27,720575940616195412
6633,323488,158496,157400,12,720575940616196898
6634,602496,204234,34840,19,720575940616197021
6635,594376,235551,35032,14,720575940616197819
6636,422316,133084,143360,4,720575940616198434
6637,637984,237856,17840,14,720575940616198587
6638,323609,210979,114971,3,720575940616198715
6639,625997,199068,193550,11,720575940616199071
6640,608176,189876,71280,6,720575940616199892
6641,600708,144124,142080,10,720575940616199910
6642,572046,241346,82100,45,720575940616200298
6643,608023,287679,68027,4,720575940616200790
6644,448380,99818,158240,20,720575940616201309
6645,617436,317899,89213,21,720575940616202838
6646,701116,199556,110180,8,720575940616203637
6647,593056,327744,50680,7,720575940616203869
6648,513458,119156,154260,6,720575940616204091
6649,654520,149688,172880,15,720575940616204352
6650,628444,205832,42400,19,720575940616205083
6651,635224,174780,143760,14,720575940616208965
6652,352156,180720,156200,44,720575940616209113
6653,649760,103296,162240,23,720575940616210333
6654,646958,320238,107540,21,720575940616211013
6655,713248,181408,101400,2,720575940616211174
6656,592928,87424,124200,8,720575940616214100
6657,611842,314816,90940,7,720575940616217403
6658,553184,126080,161040,6,720575940616218452
6659,593856,229100,124280,1,720575940616218717
6660,362316,154016,132600,12,720575940616219222
6661,414256,116840,83240,12,720575940616219485
6662,654220,206236,178200,2,720575940616219968
6663,503232,104800,153600,17,720575940616221401
6664,698272,192180,124000,8,720575940616222016
6665,622284,176624,143760,14,720575940616222438
6666,720252,178681,116667,8,720575940616229405
6667,465280,109920,182040,13,720575940616229410
6668,488530,142668,181480,6,720575940616231252
6669,394240,227712,60880,11,720575940616232349
6670,618834,149358,43660,4,720575940616235348
6671,423808,179040,221200,13,720575940616235810
6672,583456,103648,143520,2,720575940616237201
6673,623846,170830,162660,14,720575940616245365
6674,409429,194597,207307,3,720575940616246843
6675,494580,168448,175440,3,720575940616256795
6676,607656,235812,186080,26,720575940616258117
6677,377664,150080,95280,3,720575940616260497
6678,409920,128160,214120,13,720575940616260825
6679,451428,231196,203200,11,720575940616260948
6680,517684,127355,133890,3,720575940616262261
6681,656192,233600,32120,2,720575940616262401
6682,478444,110104,172360,13,720575940616264148
6683,382684,154698,107520,10,720575940616265077
6684,488606,138972,185040,6,720575940616267348
6685,348168,249312,126320,3,720575940616268317
6686,422304,113568,197440,13,720575940616270453
6687,599912,145132,152000,10,720575940616271700
6688,504288,114868,66600,1,720575940616273221
6689,630674,236960,62750,4,720575940616273631
6690,424232,190072,92320,34,720575940616276829
6691,435936,121888,199400,13,720575940616284955
6692,604995,248551,119733,2,720575940616285151
6693,566912,144700,178080,2,720575940616285253
6694,495628,156436,178720,37,720575940616287377
6695,480728,188332,182600,10,720575940616287515
6696,465785,282889,89368,15,720575940616287547
6697,611808,290400,205360,18,720575940616287645
6698,501712,116728,66600,1,720575940616292165
6699,424576,329792,133640,11,720575940616293716
6700,716224,159680,103920,4,720575940616293889
6701,433580,153176,174800,13,720575940616295069
6702,444202,102626,171560,12,720575940616295451
6703,589454,133400,142680,20,720575940616295493
6704,386392,140328,195800,4,720575940616295541
6705,688308,225320,63680,2,720575940616295749
6706,599174,175616,77320,15,720575940616296763
6707,721952,172960,89640,4,720575940616296987
6708,562592,91936,120680,28,720575940616297729
6709,602573,335658,155211,7,720575940616298171
6710,491944,158276,179480,37,720575940616299348
6711,513520,143816,133580,17,720575940616299606
6712,610776,192820,60960,11,720575940616300061
6713,448128,259808,223680,18,720575940616301083
6714,712276,186336,110560,28,720575940616303105
6715,401136,191098,211840,26,720575940616303680
6716,430208,130400,213240,13,720575940616305181
6717,634616,169172,143760,14,720575940616306210
6718,632364,176448,143760,14,720575940616308597
6719,429660,157700,174800,13,720575940616309563
6720,339510,141510,161920,12,720575940616310751
6721,588092,151156,31120,4,720575940616312949
6722,698624,194964,158080,2,720575940616313684
6723,422616,222416,218960,3,720575940616313942
6724,731228,173288,163280,28,720575940616315281
6725,618176,92352,152240,8,720575940616315931
6726,445344,309280,72960,7,720575940616317211
6727,701168,167828,92500,8,720575940616318045
6728,621346,191072,56100,4,720575940616318779
6729,368224,291936,129000,3,720575940616320852
6730,493952,129568,178160,25,720575940616323101
6731,313600,168416,138600,11,720575940616324130
6732,480032,154048,206720,17,720575940616324386
6733,459718,98634,156420,41,720575940616325405
6734,602300,199734,68820,19,720575940616328517
6735,394656,295200,94080,7,720575940616328705
6736,600480,90368,137600,20,720575940616330011
6737,581412,181324,186520,6,720575940616330267
6738,332821,175097,142653,3,720575940616331679
6739,628406,194250,57820,5,720575940616333969
6740,425074,96850,98560,12,720575940616335316
6741,406700,118708,182920,4,720575940616335936
6742,652124,201402,187720,2,720575940616342582
6743,424480,100736,189040,13,720575940616343611
6744,509434,114916,74930,20,720575940616344379
6745,624628,174580,143760,14,720575940616345403
6746,453924,257075,72960,11,720575940616345686
6747,618176,292320,203840,22,720575940616347478
6748,455738,151484,191320,13,720575940616347916
6749,711576,187612,110520,8,720575940616349509
6750,424564,154316,223880,13,720575940616349755
6751,634224,170508,143760,14,720575940616350011
6752,665844,219648,210280,14,720575940616355028
6753,400736,238144,61040,33,720575940616355257
6754,658564,184768,203120,22,720575940616356662
6755,424180,162876,222760,13,720575940616358459
6756,465882,129688,173240,13,720575940616358715
6757,591148,258492,186440,1,720575940616362123
6758,327921,156397,181160,3,720575940616364405
6759,426300,161312,222760,13,720575940616368245
6760,616044,148484,49600,5,720575940616370065
6761,679662,169420,94520,2,720575940616376891
6762,451600,313376,149840,21,720575940616376901
6763,564732,164186,70800,25,720575940616377659
6764,706144,179360,195040,11,720575940616378769
6765,677578,175362,186540,8,720575940616379707
6766,675360,231328,36680,2,720575940616383193
6767,326176,127712,188760,11,720575940616386850
6768,479717,179750,196104,36,720575940616388575
6769,639961,205311,156080,11,720575940616390261
6770,353112,218368,124320,3,720575940616392849
6771,539476,152028,139560,17,720575940616396486
6772,451361,295794,105260,9,720575940616396511
6773,454440,250069,73832,12,720575940616397122
6774,525088,122939,58180,4,720575940616398303
6775,698532,185104,124000,8,720575940616399645
6776,604964,257464,110160,45,720575940616400704
6777,470368,102240,162320,13,720575940616402260
6778,694831,267544,80520,2,720575940616402269
6779,418352,279974,96940,18,720575940616403167
6780,356250,138712,195000,20,720575940616403549
6781,487988,232216,89760,8,720575940616404820
6782,597024,94688,150400,8,720575940616408065
6783,463214,159694,113380,15,720575940616408262
6784,690392,131764,156480,8,720575940616409489
6785,484120,184034,160580,6,720575940616410171
6786,556701,124411,53720,15,720575940616410566
6787,594560,158336,191960,4,720575940616411805
6788,664288,213920,210720,28,720575940616413894
6789,521760,355744,203320,3,720575940616415003
6790,419952,157556,218840,13,720575940616417364
6791,582816,163904,200680,10,720575940616419701
6792,652000,323932,121320,11,720575940616420150
6793,582176,297280,48680,2,720575940616420865
6794,392768,115549,176693,4,720575940616423647
6795,364106,248996,120710,21,720575940616424902
6796,668700,134696,156440,20,720575940616424927
6797,640516,203026,197960,35,720575940616425531
6798,455872,175904,230120,13,720575940616426869
6799,444512,180800,223160,13,720575940616428917
6800,346536,159112,147280,24,720575940616429825
6801,514692,158412,149960,4,720575940616434617
6802,667552,193088,40880,23,720575940616435739
6803,446400,163872,220040,13,720575940616438085
6804,735008,177632,106840,11,720575940616439365
6805,603744,322560,51880,7,720575940616440091
6806,640592,176980,143760,14,720575940616440098
6807,670542,139522,181340,6,720575940616440537
6808,723078,152558,119940,8,720575940616441181
6809,603170,194778,65800,40,720575940616441410
6810,726608,142444,165300,8,720575940616442205
6811,455264,113824,170760,13,720575940616442369
6812,629696,102432,160120,8,720575940616443137
6813,593674,191170,68860,19,720575940616445250
6814,371340,207494,179120,3,720575940616447298
6815,446120,253282,212580,11,720575940616448581
6816,389088,224832,65840,5,720575940616449465
6817,435264,222592,214800,21,720575940616449570
6818,639612,277677,78067,11,720575940616449858
6819,540672,338752,206960,11,720575940616450305
6820,666868,234196,30000,2,720575940616451909
6821,562553,304724,203667,1,720575940616455483
6822,421200,214522,176820,10,720575940616457670
6823,451532,232996,203160,11,720575940616458309
6824,546156,169668,187840,25,720575940616458821
6825,563692,115336,165220,19,720575940616459333
6826,652064,137844,143320,4,720575940616459637
6827,395264,137952,211520,13,720575940616460322
6828,686570,148180,82220,2,720575940616461173
6829,496356,155952,178760,37,720575940616462310
6830,413825,310491,125253,11,720575940616462987
6831,425874,180276,184420,13,720575940616463477
6832,336774,181644,121400,3,720575940616464340
6833,633824,332736,96880,7,720575940616466260
6834,522148,108660,95640,8,720575940616466388
6835,382872,239960,117280,12,720575940616466805
6836,348310,152225,136189,12,720575940616467061
6837,691002,159396,99680,8,720575940616469365
6838,530138,121050,133000,17,720575940616470417
6839,405696,124960,209000,13,720575940616474395
6840,396160,120224,202680,13,720575940616475717
6841,577976,147457,160653,4,720575940616476043
6842,586368,220640,210640,36,720575940616479389
6843,488352,91810,136700,4,720575940616480605
6844,506792,108540,51980,5,720575940616481397
6845,650203,193571,55133,10,720575940616483284
6846,591506,158598,149640,8,720575940616483414
