node_id,module,x,y,z,out_degree,pagerank,hodge,pca1,pca2,cluster
51,13,469250,117338,186440,14,0.0001862377710387,0.1693889408104514,1.3592139818455975,-0.6070051739229425,4
52,5,639272,194236,29000,22,0.0006007152504226,0.0086720264775268,-1.4793306741225174,1.3531073966876144,3
53,4,348336,191908,164840,2,0.0002690923711631,-0.2593826790195208,1.24022216592325,-0.7539668776209575,4
54,13,447360,129568,210760,7,9.314084569432576e-05,-0.1195323366370018,1.834350956474028,-0.5626163531982133,4
55,2,679424,188688,201760,11,6.655692414945294e-05,0.5499828671764331,0.103387170010852,0.0687138026904529,8
56,1,483168,281920,49680,22,0.0004114824544241,0.3431570441273586,-1.7284915208923564,-0.1318950209291401,1
57,37,503808,123456,174760,1,0.0031912239954892,-0.1039493787911169,1.3759192324694072,0.0311306494622993,4
58,1,518684,306036,185760,56,0.0004377695245902,0.2570953665593512,-0.7984701690412127,-1.0374585554928155,1
59,14,615670,271080,73880,3,8.818980494971961e-05,0.7598141918067188,-1.852311231134084,0.2594227750152983,9
60,28,547026,222370,58160,25,0.0017296384921055,0.9073185643616318,-1.70844022178887,-0.3100343840160223,1
61,28,599736,278414,55080,18,0.0019532921417701,0.6226994585746527,-2.1194906311468404,0.2733623657922189,3
62,14,580372,230244,40860,477,0.0004309576401209,0.8716740333429878,-6.187983222140937,-3.940057627737853,6
63,8,679680,163824,181440,7,6.690684392509071e-05,1.036013341997175,-0.1821090302094272,-0.2037779831703036,8
64,11,452496,263644,122760,30,0.0002663532315522,0.3782942197886588,-0.7804401610227548,-0.8511523544598856,1
65,29,337792,162304,147880,11,0.0017627868394935,0.0192026009179741,1.077129602695433,-1.0193070166284286,0
66,20,450208,304832,58360,8,0.0007163928340935,-0.5613864119428607,-1.0297172034446718,0.591998955452099,9
67,13,463150,116692,179000,12,8.442912056856255e-05,0.1111222619751061,1.3556091860949429,-0.5197581772661248,4
68,21,534496,356104,188200,9,0.0052155015938548,-0.8513131801722608,-0.0964286731496675,0.4465654441178848,8
69,5,384992,237952,60960,15,0.0006185531312184,-0.2789596837848849,-0.4954676563083884,-0.0436495924433168,8
70,11,523136,128512,144320,40,0.0005869446367546,0.100604534811452,0.4509625595309455,-0.2052728466483759,8
71,51,580864,136192,182360,2,0.0141335290079422,0.4232331695766059,0.8121279671217073,-0.1377646010243208,8
72,29,353020,156788,155880,16,0.001333122211466,0.345761509693804,0.9140487876084294,-1.334604255633901,0
73,2,670332,219652,146680,11,0.0001800278307213,-0.4603067664454818,-0.0970694823974199,1.3046494459358429,9
74,11,421664,323520,98680,3,0.0001175145367552,0.1433386805157865,-1.055407340726482,-0.4962796036182396,1
75,20,562240,363866,179540,23,0.0004409756038841,0.4237680302399034,-1.2767178740037404,-0.7006899779404072,1
76,4,405760,181184,81800,6,0.0005161158505636,-0.410548676797601,0.3072683854950102,0.2321104775779211,8
77,10,451496,101472,159360,20,0.0005847806715604,0.5072945138258826,0.9802499049392353,-0.898134526101454,0
78,3,361160,299036,126600,37,0.0001295978769174,0.4222925558296043,-0.8540468014662618,-1.558685026831457,1
79,21,411327,244729,62552,4,0.0003688363395968,0.1166747788328113,-0.7597265843246971,-0.1988774560513644,8
80,2,688512,290656,57920,18,0.0001115618651958,0.6993361032649718,-2.504487362869792,0.6823993291715001,3
81,2,572332,101907,138640,59,0.0002165034766982,0.0560354145002615,0.3167392792945912,0.0313521207720845,8
82,2,695488,282784,57880,40,0.0001261621222434,0.7249029453947534,-2.678017278791848,0.5165704700157062,3
83,21,637780,260664,37120,114,0.0016829293510801,0.3955990971978359,-3.020391823345227,0.0135801745945795,3
84,14,643024,150226,166060,7,9.298730156950434e-05,-0.1157190840943796,0.5923030098603799,0.8216691820453578,8
85,11,423392,303488,207200,9,0.0001732234901439,1.0695028670286555,-0.3395293280122644,-2.1003936696576715,1
86,8,688340,186724,96120,8,6.558009109576208e-05,0.6507710836520803,-1.1011393504515286,0.7213284436332027,9
87,3,389536,203552,213720,36,8.673861350368951e-05,1.3573832958703682,0.2323518821895705,-2.7129180468507283,0
88,2,661924,210816,171240,39,8.681410499151757e-05,0.2933155595664248,-0.4590084524013506,0.134033934326193,8
89,14,632008,178460,143760,11,0.0006263131456533,-0.2107973160322814,0.1703009836695448,0.9154613576885074,2
90,14,631536,175360,143760,8,9.7452427975626e-05,-0.1109484615150482,0.1610728600770047,0.8475204566510379,2
91,20,478848,362304,165200,7,0.0003060990843712,0.6008515252748902,-1.1393009765609154,-1.1226092693401235,1
92,18,465472,269924,122040,27,0.0006263235388801,-0.2635921738336727,-0.4479871410258254,-0.1300875226708067,8
93,6,565552,157964,172880,2,0.0002470661204512,-0.0865930405313301,0.8597829172409016,0.3336178429687313,8
94,17,394592,138592,203960,53,0.0021073726464957,0.067293507644475,1.3065816610434804,-1.427882091238511,0
95,21,352982,184862,146500,17,0.0014118758492147,-0.7544341150548033,1.2592138054555833,-0.2531117392409788,4
96,11,396494,240306,56880,23,0.0002689637043389,0.2513724245383181,-1.0003746051933782,-0.5399050837665477,1
97,13,433696,169156,81440,17,0.0003187284887247,-0.1055872146095211,0.0279969526503267,0.0205755703163198,8
98,14,629772,172028,143760,9,0.0001117082103755,-0.1596670837489429,0.2153160582283752,0.8806457330151408,2
99,21,672013,206907,48587,15,0.0009669311585561,-0.836316112603158,-0.8714840719093447,2.2835827155301205,3
100,8,589596,163656,170000,23,0.0006712109700656,-0.6117703918304915,0.8476040210602609,0.8093301547226849,5
101,2,669622,204912,53360,28,0.0001779613757551,0.1461254606512648,-1.532490803343038,1.1740399353787083,3
102,2,663583,229351,187747,23,0.0001010656197262,0.5571277156766257,-0.4551392002059287,-0.1039621944891398,8
